"","id","uri","product_page","type"
"161",161,"/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/bulletins/deathsregistrationsummarytables/latest","/peoplepopulationandcommunity/healthandsocialcare/causesofdeath","bulletin"
"162",162,"/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/bulletins/deathsinvolvingclostridiumdifficilewales/latest","/peoplepopulationandcommunity/healthandsocialcare/causesofdeath","bulletin"
"163",163,"/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/bulletins/deathsinvolvingmrsaenglandandwales/latest","/peoplepopulationandcommunity/healthandsocialcare/causesofdeath","bulletin"
"164",164,"/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/bulletins/deathsinvolvingmrsa/latest","/peoplepopulationandcommunity/healthandsocialcare/causesofdeath","bulletin"
"165",165,"/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/bulletins/deathsinvolvingmrsawales/latest","/peoplepopulationandcommunity/healthandsocialcare/causesofdeath","bulletin"
"166",166,"/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/bulletins/deathsregisteredinenglandandwalesseriesdr/latest","/peoplepopulationandcommunity/healthandsocialcare/causesofdeath","bulletin"
"167",167,"/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/bulletins/excesswintermortalityinenglandandwales/latest","/peoplepopulationandcommunity/healthandsocialcare/causesofdeath","bulletin"
"168",168,"/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/bulletins/impactoftheimplementationofirissoftwareforicd10causeofdeathcodingonmortalitystatisticsenglandandwales/latest","/peoplepopulationandcommunity/healthandsocialcare/causesofdeath","bulletin"
"169",169,"/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/bulletins/indexofcancersurvivalforclinicalcommissioninggroupsinengland/latest","/peoplepopulationandcommunity/healthandsocialcare/causesofdeath","bulletin"
"170",170,"/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/bulletins/suicidesintheunitedkingdom/latest","/peoplepopulationandcommunity/healthandsocialcare/causesofdeath","bulletin"
"171",171,"/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/bulletins/unexplaineddeathsininfancyenglandandwales/latest","/peoplepopulationandcommunity/healthandsocialcare/causesofdeath","bulletin"
"172",172,"/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/bulletins/childhoodinfantandperinatalmortalityinenglandandwales/latest","/peoplepopulationandcommunity/healthandsocialcare/causesofdeath","bulletin"
"173",173,"/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/bulletins/unexplaineddeathsininfancyenglandandwales/latest","/peoplepopulationandcommunity/healthandsocialcare/childhealth","bulletin"
"174",174,"/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/bulletins/childhoodinfantandperinatalmortalityinenglandandwales/latest","/peoplepopulationandcommunity/healthandsocialcare/childhealth","bulletin"
"175",175,"/peoplepopulationandcommunity/healthandsocialcare/causesofdeath/bulletins/pregnancyandethnicfactorsinfluencingbirthsandinfantmortality/latest","/peoplepopulationandcommunity/healthandsocialcare/childhealth","bulletin"
"176",176,"/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/bulletins/cancerregistrationstatisticsengland/latest","/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases","bulletin"
"177",177,"/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/bulletins/cancersurvivalbynhsenglandareateamadultsdiagnosed/latest","/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases","bulletin"
"178",178,"/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/bulletins/cancersurvivalinenglandadultsdiagnosed/latest","/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases","bulletin"
"179",179,"/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/bulletins/childhoodcancersurvivalinengland/latest","/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases","bulletin"
"180",180,"/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/bulletins/geographicpatternsofcancersurvivalinengland/latest","/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases","bulletin"
"181",181,"/peoplepopulationandcommunity/healthandsocialcare/healthandlifeexpectancies/bulletins/disabilityfreelifeexpectancybyuppertierlocalauthorityengland/latest","/peoplepopulationandcommunity/healthandsocialcare/disability","bulletin"
"182",182,"/peoplepopulationandcommunity/healthandsocialcare/healthandlifeexpectancies/bulletins/inequalityindisabilityfreelifeexpectancybyareadeprivationengland/latest","/peoplepopulationandcommunity/healthandsocialcare/disability","bulletin"
"183",183,"/peoplepopulationandcommunity/healthandsocialcare/causesofdeath/bulletins/alcoholrelateddeathsintheunitedkingdom/latest","/peoplepopulationandcommunity/healthandsocialcare/drugusealcoholandsmoking","bulletin"
"184",184,"/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/bulletins/deathsrelatedtodrugpoisoninginenglandandwales/latest","/peoplepopulationandcommunity/healthandsocialcare/drugusealcoholandsmoking","bulletin"
"185",185,"/peoplepopulationandcommunity/culturalidentity/sexuality/bulletins/integratedhouseholdsurvey/latest","/peoplepopulationandcommunity/healthandsocialcare/drugusealcoholandsmoking","bulletin"
"186",186,"/peoplepopulationandcommunity/healthandsocialcare/healthandlifeexpectancies/bulletins/healthylifeexpectancyatbirthandage65byuppertierlocalauthorityandareadeprivation/latest","/peoplepopulationandcommunity/healthandsocialcare/healthandlifeexpectancies","bulletin"
"187",187,"/peoplepopulationandcommunity/healthandsocialcare/healthandlifeexpectancies/bulletins/disabilityfreelifeexpectancybyuppertierlocalauthority/latest","/peoplepopulationandcommunity/healthandsocialcare/healthandlifeexpectancies","bulletin"
"188",188,"/peoplepopulationandcommunity/healthandsocialcare/healthandlifeexpectancies/bulletins/healthexpectanciesatbirthandatage65intheunitedkingdom/latest","/peoplepopulationandcommunity/healthandsocialcare/healthandlifeexpectancies","bulletin"
"189",189,"/peoplepopulationandcommunity/healthandsocialcare/healthandlifeexpectancies/bulletins/inequalityindisabilityfreelifeexpectancybyareadeprivationengland/latest","/peoplepopulationandcommunity/healthandsocialcare/healthandlifeexpectancies","bulletin"
"190",190,"/peoplepopulationandcommunity/healthandsocialcare/healthcaresystem/bulletins/ukhealthaccounts/latest","/peoplepopulationandcommunity/healthandsocialcare/healthcaresystem","bulletin"
"191",191,"/peoplepopulationandcommunity/healthandsocialcare/healthcaresystem/bulletins/nationalsurveyofbereavedpeoplevoices/latest","/peoplepopulationandcommunity/healthandsocialcare/healthcaresystem","bulletin"
"192",192,"/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/bulletins/suicidesintheunitedkingdom/latest","/peoplepopulationandcommunity/healthandsocialcare/mentalhealth","bulletin"
"193",193,"/peoplepopulationandcommunity/householdcharacteristics/homeinternetandsocialmediausage/bulletins/internetaccesshouseholdsandindividuals/latest","/peoplepopulationandcommunity/householdcharacteristics/homeinternetandsocialmediausage","bulletin"
"194",194,"/peoplepopulationandcommunity/personalandhouseholdfinances/incomeandwealth/bulletins/theeffectsoftaxesandbenefitsonhouseholdincome/latest","/peoplepopulationandcommunity/personalandhouseholdfinances/incomeandwealth","bulletin"
"195",195,"/peoplepopulationandcommunity/personalandhouseholdfinances/incomeandwealth/bulletins/economicwellbeing/latest","/peoplepopulationandcommunity/personalandhouseholdfinances/incomeandwealth","bulletin"
"196",196,"/peoplepopulationandcommunity/personalandhouseholdfinances/incomeandwealth/bulletins/householddisposableincomeandinequality/latest","/peoplepopulationandcommunity/personalandhouseholdfinances/incomeandwealth","bulletin"
"197",197,"/peoplepopulationandcommunity/personalandhouseholdfinances/pensionssavingsandinvestments/bulletins/occupationalpensionschemessurvey/latest","/peoplepopulationandcommunity/personalandhouseholdfinances/pensionssavingsandinvestments","bulletin"
"198",198,"/peoplepopulationandcommunity/personalandhouseholdfinances/pensionssavingsandinvestments/bulletins/pensionsshortstories/latest","/peoplepopulationandcommunity/personalandhouseholdfinances/pensionssavingsandinvestments","bulletin"
"199",199,"/peoplepopulationandcommunity/populationandmigration/internationalmigration/bulletins/migrationstatisticsquarterlyreport/latest","/peoplepopulationandcommunity/populationandmigration/internationalmigration","bulletin"
"200",200,"/peoplepopulationandcommunity/populationandmigration/internationalmigration/bulletins/shortterminternationalmigrationannualreport/latest","/peoplepopulationandcommunity/populationandmigration/internationalmigration","bulletin"
"201",201,"/peoplepopulationandcommunity/populationandmigration/migrationwithintheuk/bulletins/internalmigrationbylocalauthoritiesinenglandandwales/latest","/peoplepopulationandcommunity/populationandmigration/migrationwithintheuk","bulletin"
"202",202,"/peoplepopulationandcommunity/populationandmigration/populationestimates/bulletins/annualmidyearpopulationestimates/latest","/peoplepopulationandcommunity/populationandmigration/populationestimates","bulletin"
"203",203,"/peoplepopulationandcommunity/populationandmigration/populationestimates/bulletins/annualsmallareapopulationestimates/latest","/peoplepopulationandcommunity/populationandmigration/populationestimates","bulletin"
"204",204,"/peoplepopulationandcommunity/birthsdeathsandmarriages/ageing/bulletins/estimatesoftheveryoldincludingcentenarians/latest","/peoplepopulationandcommunity/populationandmigration/populationestimates","bulletin"
"205",205,"/peoplepopulationandcommunity/populationandmigration/populationestimates/bulletins/populationestimatesbymaritalstatusandlivingarrangements/latest","/peoplepopulationandcommunity/populationandmigration/populationestimates","bulletin"
"206",206,"/peoplepopulationandcommunity/populationandmigration/populationestimates/bulletins/populationandhouseholdestimatesfortheunitedkingdom/latest","/peoplepopulationandcommunity/populationandmigration/populationestimates","bulletin"
"207",207,"/peoplepopulationandcommunity/populationandmigration/populationestimates/bulletins/2011censuspopulationestimatesfortheunitedkingdom/latest","/peoplepopulationandcommunity/populationandmigration/populationestimates","bulletin"
"208",208,"/peoplepopulationandcommunity/populationandmigration/populationestimates/bulletins/2011censuspopulationandhouseholdestimatesforenglandandwales/latest","/peoplepopulationandcommunity/populationandmigration/populationestimates","bulletin"
"209",209,"/peoplepopulationandcommunity/birthsdeathsandmarriages/ageing/bulletins/estimatesoftheveryoldincludingcentenarians/latest","/peoplepopulationandcommunity/populationandmigration/populationestimates","bulletin"
"210",210,"/peoplepopulationandcommunity/populationandmigration/populationestimates/bulletins/2011censuspopulationandhouseholdestimatesforsmallareasinenglandandwales/latest","/peoplepopulationandcommunity/populationandmigration/populationestimates","bulletin"
"211",211,"/peoplepopulationandcommunity/populationandmigration/populationestimates/bulletins/2011censuskeystatisticsforenglandandwales/latest","/peoplepopulationandcommunity/populationandmigration/populationestimates","bulletin"
"212",212,"/peoplepopulationandcommunity/populationandmigration/populationestimates/bulletins/2011censuskeystatisticsforwales/latest","/peoplepopulationandcommunity/populationandmigration/populationestimates","bulletin"
"213",213,"/peoplepopulationandcommunity/populationandmigration/populationestimates/bulletins/2011censusquickstatisticsforenglandandwales/latest","/peoplepopulationandcommunity/populationandmigration/populationestimates","bulletin"
"214",214,"/peoplepopulationandcommunity/populationandmigration/populationestimates/bulletins/2011censusquickstatisticsforwales/latest","/peoplepopulationandcommunity/populationandmigration/populationestimates","bulletin"
"215",215,"/peoplepopulationandcommunity/populationandmigration/populationestimates/bulletins/keystatisticsandquickstatisticsforlocalauthoritiesintheunitedkingdom/latest","/peoplepopulationandcommunity/populationandmigration/populationestimates","bulletin"
"216",216,"/peoplepopulationandcommunity/populationandmigration/populationprojections/bulletins/nationalpopulationprojections/latest","/peoplepopulationandcommunity/populationandmigration/populationprojections","bulletin"
"217",217,"/peoplepopulationandcommunity/populationandmigration/populationprojections/bulletins/subnationalpopulationprojectionsforengland/latest","/peoplepopulationandcommunity/populationandmigration/populationprojections","bulletin"
"218",218,"/businessindustryandtrade/constructionindustry/datasets/outputintheconstructionindustry","/businessindustryandtrade/constructionindustry","dataset"
"219",219,"/businessindustryandtrade/constructionindustry/datasets/outputintheconstructionindustryallworksummary","/businessindustryandtrade/constructionindustry","dataset"
"220",220,"/businessindustryandtrade/constructionindustry/datasets/newordersintheconstructionindustry","/businessindustryandtrade/constructionindustry","dataset"
"221",221,"/businessindustryandtrade/constructionindustry/datasets/interimconstructionoutputpriceindices","/businessindustryandtrade/constructionindustry","dataset"
"222",222,"/businessindustryandtrade/constructionindustry/datasets/constructionstatisticsannualtables","/businessindustryandtrade/constructionindustry","dataset"
"223",223,"/businessindustryandtrade/internationaltrade/datasets/uktradeingoodsbyclassificationofproductbyactivity","/businessindustryandtrade/internationaltrade","dataset"
"224",224,"/businessindustryandtrade/internationaltrade/datasets/internationaltradeinservicesreferencetables","/businessindustryandtrade/internationaltrade","dataset"
"225",225,"/economy/nationalaccounts/balanceofpayments/datasets/tradeingoodsmretsallbopeu2013timeseriesspreadsheet","/businessindustryandtrade/internationaltrade","dataset"
"226",226,"/economy/nationalaccounts/balanceofpayments/datasets/pinkbook","/businessindustryandtrade/internationaltrade","dataset"
"227",227,"/economy/nationalaccounts/balanceofpayments/datasets/balanceofpayments","/businessindustryandtrade/internationaltrade","dataset"
"228",228,"/businessindustryandtrade/itandinternetindustry/datasets/ictactivityofukbusinessesecommerceandictactivity","/businessindustryandtrade/itandinternetindustry","dataset"
"229",229,"/businessindustryandtrade/itandinternetindustry/datasets/ictactivityofukbusinessesemployeesuseofcomputersandtheinternet","/businessindustryandtrade/itandinternetindustry","dataset"
"230",230,"/businessindustryandtrade/itandinternetindustry/datasets/ictactivityofukbusinessesvaluesofecommercesales","/businessindustryandtrade/itandinternetindustry","dataset"
"231",231,"/businessindustryandtrade/itandinternetindustry/datasets/ictactivityofukbusinessesreferencetables","/businessindustryandtrade/itandinternetindustry","dataset"
"232",232,"/businessindustryandtrade/itandinternetindustry/datasets/ictactivityofukbusinessesbusinessesuseoficts","/businessindustryandtrade/itandinternetindustry","dataset"
"233",233,"/businessindustryandtrade/manufacturingandproductionindustry/datasets/topsiproductionandservicesturnover","/businessindustryandtrade/manufacturingandproductionindustry","dataset"
"234",234,"/businessindustryandtrade/manufacturingandproductionindustry/datasets/turnoverandordersintheproductionandservicesindustriesdataset","/businessindustryandtrade/manufacturingandproductionindustry","dataset"
"235",235,"/businessindustryandtrade/manufacturingandproductionindustry/datasets/topsimanufacturingexportturnover","/businessindustryandtrade/manufacturingandproductionindustry","dataset"
"236",236,"/businessindustryandtrade/manufacturingandproductionindustry/datasets/ukmanufacturerssalesbyproductprodcom","/businessindustryandtrade/manufacturingandproductionindustry","dataset"
"237",237,"/businessindustryandtrade/manufacturingandproductionindustry/datasets/ukmanufacturerssalesbyproductprodcomintermediateresults2013andfinalresults2012referencetables","/businessindustryandtrade/manufacturingandproductionindustry","dataset"
"238",238,"/businessindustryandtrade/retailindustry/datasets/retailsales","/businessindustryandtrade/retailindustry","dataset"
"239",239,"/businessindustryandtrade/retailindustry/datasets/poundsdatatotalretailsales","/businessindustryandtrade/retailindustry","dataset"
"240",240,"/businessindustryandtrade/retailindustry/datasets/retailsalesindexreferencetables","/businessindustryandtrade/retailindustry","dataset"
"241",241,"/businessindustryandtrade/retailindustry/datasets/retailsalesindexinternetsales","/businessindustryandtrade/retailindustry","dataset"
"242",242,"/businessindustryandtrade/retailindustry/datasets/retailsalesbusinessanalysis","/businessindustryandtrade/retailindustry","dataset"
"243",243,"/businessindustryandtrade/tourismindustry/datasets/overseastravelandtourism","/businessindustryandtrade/tourismindustry","dataset"
"244",244,"/economy/environmentalaccounts/datasets/ukenvironmentalaccountsoilandgas","/economy/environmentalaccounts","dataset"
"245",245,"/economy/environmentalaccounts/datasets/ukenvironmentalaccountsenergyconsumptionfromrenewableandwastesources","/economy/environmentalaccounts","dataset"
"246",246,"/economy/environmentalaccounts/datasets/ukenvironmentalaccountsfuelusebytypeandindustry","/economy/environmentalaccounts","dataset"
"247",247,"/economy/environmentalaccounts/datasets/ukenvironmentalaccountstotalenergyconsumptionbyindustry","/economy/environmentalaccounts","dataset"
"248",248,"/economy/environmentalaccounts/datasets/ukenvironmentalaccountsfuelusebytypeandindustry","/economy/environmentalaccounts","dataset"
"249",249,"/economy/environmentalaccounts/datasets/ukenvironmentalaccountsfuelusebytype","/economy/environmentalaccounts","dataset"
"250",250,"/economy/grossdomesticproductgdp/datasets/preliminaryestimateofgdp","/economy/grossdomesticproductgdp","dataset"
"251",251,"/economy/grossdomesticproductgdp/datasets/unitedkingdomeconomicaccounts","/economy/grossdomesticproductgdp","dataset"
"252",252,"/economy/grossdomesticproductgdp/datasets/bluebook","/economy/grossdomesticproductgdp","dataset"
"253",253,"/economy/grossdomesticproductgdp/datasets/quarterlynationalaccounts","/economy/grossdomesticproductgdp","dataset"
"254",254,"/economy/grossdomesticproductgdp/datasets/secondestimateofgdp","/economy/grossdomesticproductgdp","dataset"
"255",255,"/economy/grossdomesticproductgdp/datasets/businessinvestment","/economy/grossdomesticproductgdp","dataset"
"256",256,"/economy/grossvalueaddedgva/datasets/regionalgrossvalueaddedincomeapproach","/economy/grossvalueaddedgva","dataset"
"257",257,"/economy/grossvalueaddedgva/datasets/regionalgrossvalueaddedproductionapproachconstraineddatatables","/economy/grossvalueaddedgva","dataset"
"258",258,"/economy/grossvalueaddedgva/datasets/regionalgrossvalueaddedproductionapproachregionalgvapunconstraineddatatables","/economy/grossvalueaddedgva","dataset"
"259",259,"/economy/grossvalueaddedgva/datasets/nuts1regionalgdhi","/economy/grossvalueaddedgva","dataset"
"260",260,"/economy/grossvalueaddedgva/datasets/nuts2regionalgdhi","/economy/grossvalueaddedgva","dataset"
"261",261,"/economy/grossvalueaddedgva/datasets/nuts3regionalgdhi","/economy/grossvalueaddedgva","dataset"
"262",262,"/economy/inflationandpriceindices/datasets/consumerpriceindices","/economy/inflationandpriceindices","dataset"
"263",263,"/economy/inflationandpriceindices/datasets/producerpriceindex","/economy/inflationandpriceindices","dataset"
"264",264,"/economy/inflationandpriceindices/datasets/producerpriceindexstatisticalbulletindataset","/economy/inflationandpriceindices","dataset"
"265",265,"/economy/inflationandpriceindices/datasets/serviceproducerpriceindices","/economy/inflationandpriceindices","dataset"
"266",266,"/economy/inflationandpriceindices/datasets/housepriceindexmonthlyquarterlytables1to19","/economy/inflationandpriceindices","dataset"
"267",267,"/economy/inflationandpriceindices/datasets/aerospaceandelectronicscostindices","/economy/inflationandpriceindices","dataset"
"268",268,"/economy/investmentspensionsandtrusts/datasets/mq5investmentbyinsurancecompaniespensionfundsandtrusts","/economy/investmentspensionsandtrusts","dataset"
"269",269,"/economy/investmentspensionsandtrusts/datasets/investmentbyinsurancecompaniespensionfundsandtrusts","/economy/investmentspensionsandtrusts","dataset"
"270",270,"/economy/investmentspensionsandtrusts/datasets/shareownership","/economy/investmentspensionsandtrusts","dataset"
"271",271,"/economy/investmentspensionsandtrusts/datasets/ownershipofukshares","/economy/investmentspensionsandtrusts","dataset"
"272",272,"/economy/investmentspensionsandtrusts/datasets/ownershipofukquotedshareswithpooledandexcludedsharesallocatedacrossothersectors","/economy/investmentspensionsandtrusts","dataset"
"273",273,"/peoplepopulationandcommunity/crimeandjustice/datasets/crimeinenglandandwalesbulletintables","/peoplepopulationandcommunity/crimeandjustice","dataset"
"274",274,"/peoplepopulationandcommunity/crimeandjustice/datasets/crimeinenglandandwalesappendixtables","/peoplepopulationandcommunity/crimeandjustice","dataset"
"275",275,"/peoplepopulationandcommunity/crimeandjustice/datasets/policeforceareadatatables","/peoplepopulationandcommunity/crimeandjustice","dataset"
"276",276,"/peoplepopulationandcommunity/crimeandjustice/datasets/crimeinenglandandwalesquarterlydatatables","/peoplepopulationandcommunity/crimeandjustice","dataset"
"277",277,"/peoplepopulationandcommunity/crimeandjustice/datasets/recordedcrimedataatpoliceforcearealevel","/peoplepopulationandcommunity/crimeandjustice","dataset"
"278",278,"/peoplepopulationandcommunity/crimeandjustice/datasets/recordedcrimedataatpoliceforcearealevelincludingpivottable","/peoplepopulationandcommunity/crimeandjustice","dataset"
"279",279,"/peoplepopulationandcommunity/educationandchildcare/datasets/2011censuslocalcharacteristicsonqualificationsforoutputareasinenglandandwales","/peoplepopulationandcommunity/educationandchildcare","dataset"
"280",280,"/peoplepopulationandcommunity/educationandchildcare/datasets/2011censusteachingfile","/peoplepopulationandcommunity/educationandchildcare","dataset"
"281",281,"/peoplepopulationandcommunity/educationandchildcare/datasets/2011censusdetailedcharacteristicsonqualificationsfor2011censusmergedwardsandmiddlelayersuperoutputareasinenglandandwales","/peoplepopulationandcommunity/educationandchildcare","dataset"
"282",282,"/peoplepopulationandcommunity/housing/datasets/hpssadataset2medianhousepricebymsoaquarterlyrollingyear","/peoplepopulationandcommunity/housing","dataset"
"283",283,"/peoplepopulationandcommunity/housing/datasets/hpssadataset1numberofresidentialpropertysalesbymsoaquarterlyrollingyear","/peoplepopulationandcommunity/housing","dataset"
"284",284,"/peoplepopulationandcommunity/housing/datasets/medianhousepricefornationalandsubnationalgeographiesquarterlyrollingyearhpssadataset09","/peoplepopulationandcommunity/housing","dataset"
"285",285,"/peoplepopulationandcommunity/housing/datasets/numberofresidentialpropertysalesfornationalandsubnationalgeographiesquarterlyrollingyearhpssadataset06","/peoplepopulationandcommunity/housing","dataset"
"286",286,"/peoplepopulationandcommunity/housing/datasets/hpssadataset4lowerquartilehousepricebymsoaquarterlyrollingyear","/peoplepopulationandcommunity/housing","dataset"
"287",287,"/peoplepopulationandcommunity/housing/datasets/lowerquartilehousepricefornationalandsubnationalgeographiesquarterlyrollingyearhpssadataset15","/peoplepopulationandcommunity/housing","dataset"
"288",288,"/peoplepopulationandcommunity/housing/datasets/hpssadataset5tenthpercentilehousepricebymsoaquarterlyrollingyear","/peoplepopulationandcommunity/housing","dataset"
"289",289,"/peoplepopulationandcommunity/housing/datasets/tenthpercentilehousepricefornationalandsubnationalgeographiesquarterlyrollingyearhpssadataset18","/peoplepopulationandcommunity/housing","dataset"
"290",290,"/peoplepopulationandcommunity/leisureandtourism/datasets/monthlyoverseastravelandtourismreferencetables","/peoplepopulationandcommunity/leisureandtourism","dataset"
"291",291,"/peoplepopulationandcommunity/leisureandtourism/datasets/internationalpassengersurveytimeseriesspreadsheet","/peoplepopulationandcommunity/leisureandtourism","dataset"
"292",292,"/peoplepopulationandcommunity/leisureandtourism/datasets/overseastravelandtourism","/peoplepopulationandcommunity/leisureandtourism","dataset"
"293",293,"/peoplepopulationandcommunity/leisureandtourism/datasets/travelpac","/peoplepopulationandcommunity/leisureandtourism","dataset"
"294",294,"/peoplepopulationandcommunity/leisureandtourism/datasets/overseasresidentsvisitstotheuk","/peoplepopulationandcommunity/leisureandtourism","dataset"
"295",295,"/peoplepopulationandcommunity/leisureandtourism/datasets/ukresidentsvisitsabroad","/peoplepopulationandcommunity/leisureandtourism","dataset"
"296",296,"/peoplepopulationandcommunity/wellbeing/datasets/measuringnationalwellbeingdomainsandmeasures","/peoplepopulationandcommunity/wellbeing","dataset"
"297",297,"/peoplepopulationandcommunity/wellbeing/datasets/measuringnationalwellbeingworthwhile","/peoplepopulationandcommunity/wellbeing","dataset"
"298",298,"/peoplepopulationandcommunity/wellbeing/datasets/measuringnationalwellbeinglifesatisfaction","/peoplepopulationandcommunity/wellbeing","dataset"
"299",299,"/peoplepopulationandcommunity/wellbeing/datasets/measuringnationalwellbeinghappiness","/peoplepopulationandcommunity/wellbeing","dataset"
"300",300,"/peoplepopulationandcommunity/wellbeing/datasets/measuringnationalwellbeinganxiety","/peoplepopulationandcommunity/wellbeing","dataset"
"301",301,"/peoplepopulationandcommunity/wellbeing/datasets/measuringnationalwellbeinginternationalcomparisons","/peoplepopulationandcommunity/wellbeing","dataset"
"302",302,"/businessindustryandtrade/business/activitysizeandlocation/datasets/ukbusinessactivitysizeandlocation","/businessindustryandtrade/business/activitysizeandlocation","dataset"
"303",303,"/businessindustryandtrade/business/activitysizeandlocation/datasets/businessdemographyreferencetable","/businessindustryandtrade/business/activitysizeandlocation","dataset"
"304",304,"/economy/governmentpublicsectorandtaxes/researchanddevelopmentexpenditure/datasets/businessenterpriseresearchanddevelopment","/businessindustryandtrade/business/businessinnovation","dataset"
"305",305,"/economy/governmentpublicsectorandtaxes/researchanddevelopmentexpenditure/datasets/governmentexpenditureonresearchanddevelopment","/businessindustryandtrade/business/businessinnovation","dataset"
"306",306,"/economy/grossdomesticproductgdp/datasets/businessinvestment","/businessindustryandtrade/business/businessinnovation","dataset"
"307",307,"/businessindustryandtrade/business/businessinnovation/datasets/foreigndirectinvestmentinvolvingukcompanies2013inwardtables","/businessindustryandtrade/business/businessinnovation","dataset"
"308",308,"/businessindustryandtrade/business/businessinnovation/datasets/foreigndirectinvestmentinvolvingukcompaniesoutwardtables","/businessindustryandtrade/business/businessinnovation","dataset"
"309",309,"/businessindustryandtrade/business/businessservices/datasets/uknonfinancialbusinesseconomyannualbusinesssurveychangesyearonyear","/businessindustryandtrade/business/businessservices","dataset"
"310",310,"/businessindustryandtrade/business/businessservices/datasets/uknonfinancialbusinesseconomyannualbusinesssurveysectionsas","/businessindustryandtrade/business/businessservices","dataset"
"311",311,"/businessindustryandtrade/business/businessservices/datasets/uknonfinancialbusinesseconomyannualbusinesssurveyregionalresultssectionsas","/businessindustryandtrade/business/businessservices","dataset"
"312",312,"/businessindustryandtrade/business/businessservices/datasets/uknonfinancialbusinesseconomyannualbusinesssurveyemploymentsizeband","/businessindustryandtrade/business/businessservices","dataset"
"313",313,"/businessindustryandtrade/business/activitysizeandlocation/datasets/businessdemographyreferencetable","/businessindustryandtrade/changestobusiness/businessbirthsdeathsandsurvivalrates","dataset"
"314",314,"/businessindustryandtrade/changestobusiness/mergersandacquisitions/datasets/mergersandacquisitionsuk","/businessindustryandtrade/changestobusiness/mergersandacquisitions","dataset"
"315",315,"/businessindustryandtrade/changestobusiness/mergersandacquisitions/datasets/mergersandacquisitionsinvolvingukcompanies","/businessindustryandtrade/changestobusiness/mergersandacquisitions","dataset"
"316",316,"/economy/economicoutputandproductivity/output/datasets/indexofproduction","/economy/economicoutputandproductivity/output","dataset"
"317",317,"/economy/economicoutputandproductivity/output/datasets/indexofservices","/economy/economicoutputandproductivity/output","dataset"
"318",318,"/economy/grossdomesticproductgdp/datasets/unitedkingdomeconomicaccounts","/economy/economicoutputandproductivity/output","dataset"
"319",319,"/economy/economicoutputandproductivity/output/datasets/outputoftheproductionindustries","/economy/economicoutputandproductivity/output","dataset"
"320",320,"/economy/economicoutputandproductivity/output/datasets/indexofservicespublicationtables","/economy/economicoutputandproductivity/output","dataset"
"321",321,"/economy/economicoutputandproductivity/output/datasets/capitalservicesestimates","/economy/economicoutputandproductivity/output","dataset"
"322",322,"/economy/economicoutputandproductivity/productivitymeasures/datasets/internationalcomparisonsofproductivityfirstestimates","/economy/economicoutputandproductivity/productivitymeasures","dataset"
"323",323,"/economy/economicoutputandproductivity/productivitymeasures/datasets/multifactorproductivityexperimentalestimatesreferencetables","/economy/economicoutputandproductivity/productivitymeasures","dataset"
"324",324,"/economy/economicoutputandproductivity/publicservicesproductivity/datasets/growthratesandindicesfortotalpublicserviceoutputinputsandproductivitytable1","/economy/economicoutputandproductivity/publicservicesproductivity","dataset"
"325",325,"/economy/economicoutputandproductivity/publicservicesproductivity/datasets/expenditureweightsbyserviceareatable2","/economy/economicoutputandproductivity/publicservicesproductivity","dataset"
"326",326,"/economy/economicoutputandproductivity/publicservicesproductivity/datasets/growthratesofoutputandproductivityfortotalpublicservicesexcludingqualityadjustmentforhealthcareandeducationtable3","/economy/economicoutputandproductivity/publicservicesproductivity","dataset"
"327",327,"/economy/economicoutputandproductivity/publicservicesproductivity/datasets/growthratesoftotalpublicserviceoutputinputsandproductivityexcludingpolicedefenceandotherservicestable4","/economy/economicoutputandproductivity/publicservicesproductivity","dataset"
"328",328,"/economy/economicoutputandproductivity/publicservicesproductivity/datasets/growthratesandindicesofoutputinputsandproductivityforindividualserviceareastable5","/economy/economicoutputandproductivity/publicservicesproductivity","dataset"
