id,uri,type,title,summary,metaDescription,contactEmail,contactName,contactTelephone
bulletin_172, /peoplepopulationandcommunity /birthsdeathsandmarriages /deaths /bulletins /childhoodinfantandperinatalmortalityinenglandandwales /latest,bulletin,Childhood mortality in England and Wales,"Stillbirths, infant and childhood deaths occurring annually in England and Wales, and associated risk factors.","Contains data on cause of death, sex and age-group plus analyses by some of the key risk factors affecting stillbirths and infant deaths including age of mother and birthweight.",vsob@ons.gsi.gov.uk,Elizabeth McLaren,+44 (0)1329 444110
bulletin_173, /peoplepopulationandcommunity /birthsdeathsandmarriages /deaths /bulletins /unexplaineddeathsininfancyenglandandwales /latest,bulletin,"Unexplained Deaths in Infancy , England and Wales","Deaths under 1 year of age including both sudden infant deaths, often called “cot deaths”, and deaths of undetermined cause, with associated risk factors.",Unexplained infant deaths in England and Wales including sudden infant deaths and deaths for which the cause remained unknown or unascertained.,alex.lloyd@ons.gsi.gov.uk,Alex Lloyd,+44 (0)1633 455879
bulletin_174, /peoplepopulationandcommunity /birthsdeathsandmarriages /deaths /bulletins /childhoodinfantandperinatalmortalityinenglandandwales /latest,bulletin,Childhood mortality in England and Wales,"Stillbirths, infant and childhood deaths occurring annually in England and Wales, and associated risk factors.","Contains data on cause of death, sex and age-group plus analyses by some of the key risk factors affecting stillbirths and infant deaths including age of mother and birthweight.",vsob@ons.gsi.gov.uk,Elizabeth McLaren,+44 (0)1329 444110
bulletin_175, /peoplepopulationandcommunity /healthandsocialcare /causesofdeath /bulletins /pregnancyandethnicfactorsinfluencingbirthsandinfantmortality /latest,bulletin,Pregnancy and ethnic factors influencing births and infant mortality,"Death rates of pre-term, full-term and post-term babies and various factors that may influence their survival.","Death rates of pre-term, full-term and post-term babies and various factors that may influence their survival.",sarah.caul@ons.gsi.gov.uk,Sarah Caul,+44 (0)1633 456490
bulletin_176, /peoplepopulationandcommunity /healthandsocialcare /conditionsanddiseases /bulletins /cancerregistrationstatisticsengland /latest,bulletin,"Cancer Registration Statistics, England","Cancer diagnoses and age-standardised incidence rates for all cancer sites by age, sex and region.", Cancer incidence and incidence rates in England in 2014.,cancer.newport @ons.gsi.gov.uk,Rhian Murphy,+44 (0)1633 456495
bulletin_177, /peoplepopulationandcommunity /healthandsocialcare /conditionsanddiseases /bulletins /cancersurvivalbynhsenglandareateamadultsdiagnosed /latest,bulletin,Cancer survival by NHS England Area Team- Adults diagnosed,Comparisons by area of residence of cancer survivors 1 and 5 years after diagnosis for 6 cancer types.,"Survival estimates for cancers including stomach cancer, lung cancer and colon cancer. One-year and five-year age-standardised net figures.",cancer.newport @ons.gsi.gov.uk,Neil Bannister,+44 (0)1633 455704
bulletin_178, /peoplepopulationandcommunity /healthandsocialcare /conditionsanddiseases /bulletins /cancersurvivalinenglandadultsdiagnosed /2009to2013followedupto2014,bulletin,Cancer Survival in England- Adults Diagnosed,Comparisons across 24 cancer types of the rate of survival for adults (aged 15 to 99) and short-term predicted survival rates for recently diagnosed patients.,Survival rates for adults (aged 15-99 years) diagnosed in England: the latest one- and five-year age-standardised survival rates for 21 common cancers.,cancer.newport @ons.gsi.gov.uk,Emma Nash,+44 (0)1633 656844
bulletin_179, /peoplepopulationandcommunity /healthandsocialcare /conditionsanddiseases /bulletins /childhoodcancersurvivalinengland /childrendiagnosedfrom1990to2009andfollowedupto2014experimentalstatistics,bulletin,Childhood cancer survival in England,Long-term trends in the number of children (aged 0 to 14) surviving cancer 5 years after diagnosis.,"Data on survival for children (aged 0 to 14 years) diagnosed with cancer in England from 1990 to 2008, followed up to 31 December 2013.",cancer.newport @ons.gsi.gov.uk,Neil Bannister,+44 (0)1633 455704
bulletin_180, /peoplepopulationandcommunity /healthandsocialcare /conditionsanddiseases /bulletins /geographicpatternsofcancersurvivalinengland /adultsdiagnosed2005to2009andfollowedupto2014,bulletin,Geographic Patterns of Cancer Survival in England,"Cancer survival estimates for England by  NHS Region, Clinical Senate and Area Team.","One-year and five-year relative survival estimates for adult patients diagnosed with one of eight cancers in England. Results are presented by NHS Region, Clinical Senate and Area Team.",cancer.newport @ons.gsi.gov.uk,Neil Bannister,+44 (0)1633 455704
bulletin_181, /peoplepopulationandcommunity /healthandsocialcare /healthandlifeexpectancies /bulletins /disabilityfreelifeexpectancybyuppertierlocalauthorityengland /latest,bulletin,Disability-Free Life Expectancy by Upper Tier Local Authority: England,Comparison of disability-free life expectancy estimates between local authorities in 2009-11 with regional breakdowns. Change over time between 2006-08 and 2009-11 is  discussed for both regions and upper tier local authorities.,,HLE@ons.gsi.gov.uk,Chris White,+44 (0)1633 455865
bulletin_182, /peoplepopulationandcommunity /healthandsocialcare /healthandlifeexpectancies /bulletins /inequalityindisabilityfreelifeexpectancybyareadeprivationengland /latest,bulletin,Inequality in Disability-Free Life Expectancy by Area Deprivation: England,"Data on the geographical distribution of disability, which the government and private sector can use to make decisions.","Data on the geographical distribution of disability, which the government and private sector can use to make decisions.",HLE@ons.gsi.gov.uk,Tim Gibbs,+44 (0)1633 456921
bulletin_183, /peoplepopulationandcommunity /healthandsocialcare /causesofdeath /bulletins /alcoholrelateddeathsintheunitedkingdom /registeredin2014,bulletin,Alcohol Related Deaths in the United Kingdom,"Deaths caused by diseases known to be related to alcohol consumption, such as cirrhosis of the liver.","Deaths caused by diseases known to be related to alcohol consumption, such as cirrhosis of the liver.",mortality@ons.gsi.gov.uk,Ben Windsor-Shellard,+44 (0)1633 451761
bulletin_184, /peoplepopulationandcommunity /birthsdeathsandmarriages /deaths /bulletins /deathsrelatedtodrugpoisoninginenglandandwales /latest,bulletin,Deaths Related to Drug Poisoning in England and Wales,"Deaths related to drug poisoning in England and Wales from 1993 onwards, by cause of death, sex, age and substances involved in the death.","Deaths related to drug poisoning in England and Wales from 1993 onwards, by cause of death, sex, age and substances involved in the death.",Vanessa.Fearn @ons.gsi.gov.uk,Vanessa Fearn,+44 (0)1633 455341
bulletin_185, /peoplepopulationandcommunity /culturalidentity /sexuality /bulletins /integratedhouseholdsurvey /latest,bulletin,Integrated Household Survey (Experimental statistics),"Sexual identity, smoking prevalence and perceived general health using data from the Integrated Household Survey.","Sexual identity, smoking prevalence and perceived general health using data from the Integrated Household Survey.",socialsurveys @ons.gsi.gov.uk,Tim Vizard,+44 (0)1633 455278
bulletin_186, /peoplepopulationandcommunity /healthandsocialcare /healthandlifeexpectancies /bulletins /healthylifeexpectancyatbirthandage65byuppertierlocalauthorityandareadeprivation /england2012to2014,bulletin,Healthy life expectancy at birth and age 65 by upper tier local authority and area deprivation,"Healthy life expectancy (HLE) for males and females at birth and age 65 by English regions, upper tier local authorities and national deciles of area deprivation.","2012 to 2014 estimates of healthy life expectancy (HLE) for males and females at birth and age 65 by English regions, upper tier local authorities (UTLAs) and national deciles of area deprivation.",hle@ons.gsi.gov.uk ,Jodie Withers,+44 (0)1633 455591 
bulletin_187, /peoplepopulationandcommunity /healthandsocialcare /healthandlifeexpectancies /bulletins /disabilityfreelifeexpectancybyuppertierlocalauthority /england2012to2014,bulletin,Disability-Free Life Expectancy by Upper Tier Local Authority,"2012 to 2014 estimates of disability-free life expectancy for males and females in upper tier local authorities, England at birth and at age 65. ","2012 to 2014 estimates of disability-free life expectancy for males and females in upper tier local authorities, England at birth and at age 65.",hle@ons.gsi.gov.uk,Geeta Kerai,+44 (0)1633 651815
bulletin_188, /peoplepopulationandcommunity /healthandsocialcare /healthandlifeexpectancies /bulletins /healthexpectanciesatbirthandatage65intheunitedkingdom /latest,bulletin,Health Expectancies at Birth and at Age 65 in the United Kingdom,The proportion of life spent in good health or free from a limiting illness or disability in the UK and its constituent countries.,"Includes Healthy Life Expectancy, Disability-Free Life Expectancy and Life Expectancy at birth and at age 65 by country.",emma.nash@ons.gsi.gov.uk,Emma Nash,+44 (0)1633 456844
bulletin_189, /peoplepopulationandcommunity /healthandsocialcare /healthandlifeexpectancies /bulletins /inequalityindisabilityfreelifeexpectancybyareadeprivationengland /latest,bulletin,Inequality in Disability-Free Life Expectancy by Area Deprivation: England,"Data on the geographical distribution of disability, which the government and private sector can use to make decisions.","Data on the geographical distribution of disability, which the government and private sector can use to make decisions.",HLE@ons.gsi.gov.uk,Tim Gibbs,+44 (0)1633 456921
bulletin_190, /peoplepopulationandcommunity /healthandsocialcare /healthcaresystem /bulletins /ukhealthaccounts /latest,bulletin,UK Health Accounts,"Healthcare expenditure statistics for 2013 and 2014, produced to the international definitions of the System of Health Accounts 2011.","Healthcare expenditure statistics for 2013 and 2014, produced to the international definitions of the System of Health Accounts 2011.",healthaccounts @ons.gsi.gov.uk,James Lewis,+44 (0)1633 45 5323
bulletin_191, /peoplepopulationandcommunity /healthandsocialcare /healthcaresystem /bulletins /nationalsurveyofbereavedpeoplevoices /england2015,bulletin,National Survey of Bereaved People (VOICES),Quality of care delivered in the last 3 months of life for adults who died in England.,Quality of care delivered in the last 3 months of life for adults who died in England.,eolc@ons.gsi.gov.uk,Helen R Colvin,+44 (0)1633 456431 
bulletin_192, /peoplepopulationandcommunity /birthsdeathsandmarriages /deaths /bulletins /suicidesintheunitedkingdom /2014registrations,bulletin,Suicides in the United Kingdom,"Registered deaths from suicide analysed by sex, age, area of usual residence of the deceased and suicide method.",,mortality@ons.gsi.gov.uk ,Rosie Amery ,+44 (0) 1633 456554
bulletin_193, /peoplepopulationandcommunity /householdcharacteristics /homeinternetandsocialmediausage /bulletins /internetaccesshouseholdsandindividuals /latest,bulletin,Internet access – households and individuals,"What the internet is used for and types of purchases made, by adults (aged 16 or over). ","What the internet is used for and types of purchases made, by adults (aged 16 or over). ",esociety@ons.gsi.gov.uk,Cecil Prescott,+44 (0)1633 456767
bulletin_194, /peoplepopulationandcommunity /personalandhouseholdfinances /incomeandwealth /bulletins /theeffectsoftaxesandbenefitsonhouseholdincome /financialyearending2015,bulletin,The effects of taxes and benefits on household income,"The redistribution effects on households of direct and indirect taxation and benefits received in cash or kind analysed by household type, and the changing levels of income inequality over time.","The redistribution effects on households of direct and indirect taxation and benefits received in cash or kind analysed by household type, and the changing levels of income inequality over time. ",hie@ons.gsi.gov.uk,Paola Serafino,+44 (0) 1633 651538
bulletin_195, /peoplepopulationandcommunity /personalandhouseholdfinances /incomeandwealth /bulletins /economicwellbeing /quarter1jantomar2016,bulletin,Economic Well-being,Presents indicators that adjust or supplement more traditional measures such as GDP to give a more rounded and comprehensive basis for assessing changes in economic well-being.,Indicators that adjust or supplement more traditional measures such as GDP to give a more rounded and comprehensive basis for assessing changes in economic well-being.,economic.wellbeing @ons.gsi.gov.uk,Dominic Webber,+44 (0)1633 45 6246
bulletin_196, /peoplepopulationandcommunity /personalandhouseholdfinances /incomeandwealth /bulletins /householddisposableincomeandinequality /financialyearending2015,bulletin,Household disposable income and inequality,How taxes and benefits redistribute income between various groups of households in the UK.,How taxes and benefits redistribute income between various groups of households in the UK.,hie@ons.gsi.gov.uk,Paola Serafino,+44 (0) 1633 651538
bulletin_197, /peoplepopulationandcommunity /personalandhouseholdfinances /pensionssavingsandinvestments /bulletins /occupationalpensionschemessurvey /latest,bulletin,Occupational Pension Schemes Survey,The nature of occupational pension provision in the UK providing summary data on membership of schemes and contributions paid.,Membership and average contribution rates are the key estimates from the Occupational Pension Schemes Survey 2014. The nature of benefits provided under occupational pension schemes are also included in this release.,opss@ons.gsi.gov.uk,Hazel Clarke or Fred Norris,+44 (0)1633 455633
bulletin_198, /peoplepopulationandcommunity /personalandhouseholdfinances /pensionssavingsandinvestments /bulletins /pensionsshortstories /latest,bulletin,Pensions short stories,"Distribution of employee and employer contribution rate bands. Median contribution rates are provided by sector and by employee age, employer size, annual earnings bands and pension scheme type.","Median contribution rates are provided by sector and by variables such as employee age, employer size, annual earnings bands and pension scheme type.",pensionsanalysis @ons.gsi.gov.uk,David Knight,+44 (0) 1633 456921
bulletin_199, /peoplepopulationandcommunity /populationandmigration /internationalmigration /bulletins /migrationstatisticsquarterlyreport /may2016,bulletin,Migration Statistics Quarterly Report,"Quarterly migration summary, including long-term international migration (LTIM), National Insurance number allocations to adult overseas nationals from the Department for Work and Pensions, and visa data from the Home Office.","Immigration to the UK and emigration from the UK, including net migration (the difference between immigration and emigration).",migstatsunit @ons.gsi.gov.uk,Nicola White,+44 (0)1329 444097
bulletin_200, /peoplepopulationandcommunity /populationandmigration /internationalmigration /bulletins /shortterminternationalmigrationannualreport /mid2014estimates,bulletin,Short-term international migration annual report,"Visits to and from the UK lasting less than 1 year analysed by the main reason for visiting, age, sex, citizenship and country of residence.","Estimates of short-term international migration to and from the UK for England and Wales, by reason for migration, age, sex and citizenship.",migstatsunit @ons.gsi.gov.uk,Nicola White,+44 (0)1329 444097
bulletin_201, /peoplepopulationandcommunity /populationandmigration /migrationwithintheuk /bulletins /internalmigrationbylocalauthoritiesinenglandandwales /yearendingjune2015,bulletin,"Internal migration, England and Wales","Residential moves between local authorities and regions in England and Wales, as well as moves to or from the rest of the UK (Scotland and Northern Ireland).","Residential moves between local authorities and regions in England and Wales, as well as moves to or from the rest of the UK (Scotland and Northern Ireland).",migstatsunit @ons.gsi.gov.uk,Nicola J White,+44 (0)1329 444647
bulletin_202, /peoplepopulationandcommunity /populationandmigration /populationestimates /bulletins /annualmidyearpopulationestimates /mid2015,bulletin,"Population Estimates for UK, England and Wales, Scotland and Northern Ireland","Estimates of the usual resident population as at 30 June 2015. This release will include national and subnational population estimates for England and Wales, and for Scotland, and national estimates for Northern Ireland. Presented as available by administrative area, single year of age, sex and components of population change.  ",Estimates of the usual resident population in the United Kingdom and its constituent countries.,pop.info@ons.gsi.gov.uk,Emily Shrosbree,+44 (0)1329 444661
bulletin_203, /peoplepopulationandcommunity /populationandmigration /populationestimates /bulletins /annualsmallareapopulationestimates /mid2014andmid2013,bulletin,Annual Small Area Population Estimates,"National population estimates broken down into small geographical areas (super output areas, health geographies, wards, parliamentary constituencies and national parks).","Mid-2014 and Mid-2013 small area population estimates - detailed analysis and further information on lower and middle layer Super Output Areas, Wards and other geographies",pop.info@ons.gsi.gov.uk,Amanda Sharfman,+44 (0)1329 444661
bulletin_204, /peoplepopulationandcommunity /birthsdeathsandmarriages /ageing /bulletins /estimatesoftheveryoldincludingcentenarians /latest,bulletin,Estimates of the Very Old (including Centenarians),"People in the oldest age groups in the UK (90 to 104 and 105 and over) by sex and age, and comparisons of the populations in the 4 constituent countries of the UK and internationally.","Annual mid-year population estimates for people aged 90 and over by sex, age and country.",ageing@ons.gsi.gov.uk,Angele Storey,+44 (0)1329 444512
bulletin_205, /peoplepopulationandcommunity /populationandmigration /populationestimates /bulletins /populationestimatesbymaritalstatusandlivingarrangements /2002to2015,bulletin,"Population estimates by marital status and living arrangements, England and Wales",Population by legal marital status and cohabitation status by age and sex for England and Wales.,Population by legal marital status and cohabitation status by age and sex for England and Wales.,families@ons.gsi.gov.uk,Emily Knipe,+44 (0)1329 44 7890
bulletin_206, /peoplepopulationandcommunity /populationandmigration /populationestimates /bulletins /populationandhouseholdestimatesfortheunitedkingdom /latest,bulletin,2011 Census,"Estimates of the usually resident population, by five-year age bands and sex, as well as household estimates for all local authorities.","Estimates of the usually resident population, by five-year age bands and sex, as well as household estimates for all local authorities.",census.customerservices @ons.gsi.gov.uk,Garnett Compton,+44 (0)1329 444972
bulletin_207, /peoplepopulationandcommunity /populationandmigration /populationestimates /bulletins /2011censuspopulationestimatesfortheunitedkingdom /latest,bulletin,2011 Census,"Estimates of the usually resident population of the UK and its constituent countries, by age and sex.","Estimates of the usually resident population of the UK and its constituent countries, by age and sex.",census.customerservices @ons.gsi.gov.uk,Jonathan Swan,+44 (0)1329 444972
bulletin_208, /peoplepopulationandcommunity /birthsdeathsandmarriages /ageing /bulletins /estimatesoftheveryoldincludingcentenarians /latest,bulletin,Estimates of the Very Old (including Centenarians),"People in the oldest age groups in the UK (90 to 104 and 105 and over) by sex and age, and comparisons of the populations in the 4 constituent countries of the UK and internationally.","Annual mid-year population estimates for people aged 90 and over by sex, age and country.",ageing@ons.gsi.gov.uk,Angele Storey,+44 (0)1329 444512
bulletin_209, /peoplepopulationandcommunity /populationandmigration /populationestimates /bulletins /2011censuspopulationandhouseholdestimatesforsmallareasinenglandandwales /latest,bulletin,2011 Census,"This is the first release of small area statistics from the 2011 Census, with extra information to supplement the results published on 16 July 2012.","2011 Census statistics provide a rich source of information about the number, distribution and characteristics of the population in England and Wales. The statistics are used to understand similarities and differences in the population locally, regionally and nationally. This information underpins the allocation of billions of pounds of public money to provide services like education, transport and health. Decisions are taken every day using census statistics.",census.customerservices @ons.gsi.gov.uk,Peter Stokes,+44 (0)1329 444972
bulletin_210, /peoplepopulationandcommunity /populationandmigration /populationestimates /bulletins /2011censuskeystatisticsforenglandandwales /latest,bulletin,2011 Census,"The defining characteristics of the population: who we are, how we live and what we do.","The defining characteristics of the population: who we are, how we live and what we do.",census.customerservices @ons.gsi.gov.uk,Emma White,+44 (0)1329 444972
bulletin_211, /peoplepopulationandcommunity /populationandmigration /populationestimates /bulletins /2011censuskeystatisticsforwales /latest,bulletin,2011 Census,The first release of figures that describe the population of Wales and add detail to the 2011 Census population estimates published in July 2012.,The first release of figures that describe the population of Wales and add detail to the 2011 Census population estimates published in July 2012.,census.customerservices @ons.gsi.gov.uk,Emma White,+44 (0)1329 444972
bulletin_212, /peoplepopulationandcommunity /populationandmigration /populationestimates /bulletins /2011censusquickstatisticsforenglandandwales /latest,bulletin,2011 Census,This release contains detailed geographical breakdowns and detailed Quick Statistics tables for residents' characteristics.,This release contains detailed geographical breakdowns and detailed Quick Statistics tables for residents' characteristics.,census.customerservices @ons.gsi.gov.uk,Emma White,+44 (0)1329 444972
bulletin_213, /peoplepopulationandcommunity /populationandmigration /populationestimates /bulletins /2011censusquickstatisticsforwales /latest,bulletin,2011 Census,This release follows that of the Key Statistics on 11 December 2012 and contains detailed geographical breakdowns and detailed Quick Statistics tables for residents' characteristics.,This release follows that of the Key Statistics on 11 December 2012 and contains detailed geographical breakdowns and detailed Quick Statistics tables for residents' characteristics.,census.customerservices @ons.gsi.gov.uk,Emma White,+44 (0)1329 444972
bulletin_214, /peoplepopulationandcommunity /populationandmigration /populationestimates /bulletins /keystatisticsandquickstatisticsforlocalauthoritiesintheunitedkingdom /latest,bulletin,2011 Census,"Defining characteristics of the UK population on the topics of population, ethnic group and country of birth, health and housing and accommodation.",,census.customerservices @ons.gsi.gov.uk,Peter Stokes,+44 (0)1329 444972
bulletin_215, /peoplepopulationandcommunity /populationandmigration /populationprojections /bulletins /nationalpopulationprojections /latest,bulletin,National Population Projections,"National population projections provide an indication of the future size and age structure of the UK and its constituent countries based on a set of assumptions of future fertility, mortality and migration, including a number of variant projections based on alternative scenarios.","National population projections provide an indication of the future size and age structure of the UK and its constituent countries based on a set of assumptions of future fertility, mortality and migration, including a number of variant projections based on alternative scenarios.",projections @ons.gsi.gov.uk,Suzanne Dunsmith and Pete Large,+44 (0)1329 444652
bulletin_216, /peoplepopulationandcommunity /populationandmigration /populationprojections /bulletins /subnationalpopulationprojectionsforengland /2014basedprojections,bulletin,Subnational population projections for England,"Subnational population projections provide an indication of the future size and age structure of the population in the regions, local authorities and Clinical Commissioning Groups of England.","Subnational population projections provide an indication of the future size and age structure of the population in the regions, local authorities and clinical commissioning groups of England.",projections @ons.gsi.gov.uk,Pete Large and Suzanne Dunsmith,+44 (0)1329 44 4652
dataset_landing_page_1, /businessindustryandtrade /constructionindustry /datasets /outputintheconstructionindustry,dataset_landing_page,Output in the Construction Industry,Monthly output at current price and chained volume measures seasonally adjusted by public and private sector. Quarterly non–seasonally adjusted type of work and regional data.,Monthly output at current price and chained volume measures seasonally adjusted by public and private sector. Quarterly non–seasonally adjusted type of work and regional data.,construction.statistics @ons.gsi.gov.uk,Melanie Richard,+44 (0)1633 456344
dataset_landing_page_2, /businessindustryandtrade /constructionindustry /datasets /outputintheconstructionindustryallworksummary,dataset_landing_page,"Output in the Construction Industry, All Work Summary",Monthly output all work summary at current price and chained volume measures seasonally adjusted by public and private sector.,Monthly output all work summary at current price and chained volume measures seasonally adjusted by public and private sector.,construction.statistics @ons.gsi.gov.uk,Melanie Richard,+44 (0)1633 456344
dataset_landing_page_3, /businessindustryandtrade /constructionindustry /datasets /newordersintheconstructionindustry,dataset_landing_page,New Orders in the Construction Industry,Quarterly new orders at current price and chained volume measures seasonally adjusted by public and private sector. Quarterly non–seasonally adjusted type of work and regional data.,Quarterly new orders at current price and chained volume measures seasonally adjusted by public and private sector. Quarterly non–seasonally adjusted type of work and regional data.,construction.statistics @ons.gsi.gov.uk,Melanie Richards,+44 (0)1633 456344
dataset_landing_page_4, /businessindustryandtrade /constructionindustry /datasets /interimconstructionoutputpriceindices,dataset_landing_page,Interim construction output price indices,Monthly construction output price indices (OPIs) from January 2014 to March 2016.,Quarterly construction output price indices (OPIs) used in the production of chained volume measures (CVMs) for Output in the Construction Industry.,construction @ons.gsi.gov.uk,James Wells,+44 (0)1633 455582
dataset_landing_page_5, /businessindustryandtrade /constructionindustry /datasets /constructionstatisticsannualtables,dataset_landing_page,Construction Statistics Annual Tables,These tables cover a wide range of statistics that are currently available on the construction industry.,These tables cover a wide range of statistics that are currently available on the construction industry.,construction.statistics @ons.gsi.gov.uk,Kate Davies,
dataset_landing_page_6, /businessindustryandtrade /internationaltrade /datasets /uktradeingoodsbyclassificationofproductbyactivity,dataset_landing_page,UK Trade in goods by classification of product by activity time series dataset,The value of UK imports and exports of goods grouped by product. Goods are attributed to the activity of which they are the principal products.,The value of UK exports and imports of goods grouped by industry. Goods are attributed to the industry of which they are the principal products.,trade.in.goods @ons.gsi.gov.uk,Katherine Kent,+44 (0)1633 455829
dataset_landing_page_7, /businessindustryandtrade /internationaltrade /datasets /internationaltradeinservicesreferencetables,dataset_landing_page,International Trade in Services,The tables show International Trade in Services through a variety of formats. Some tables compare figures over several years but the majority provide the most recent geographic information by industry or product. The tables provide information in as much detail as possible without disclosing the details of any individual companies.,The tables show International Trade in Services through a variety of formats. Some tables compare figures over several years but the majority provide the most recent geographic information by industry or product. The tables provide information in as much detail as possible without disclosing the details of any individual companies.,itis@ons.gsi.gov.uk,Michael Hardie,+44 (0)1633 455923
dataset_landing_page_8, /economy /nationalaccounts /balanceofpayments /datasets /tradeingoodsmretsallbopeu2013timeseriesspreadsheet,dataset_landing_page,Trade in goods MRETS (all BOP - EU2013): time series dataset,"UK Trade time series data including measures of exports and imports by area and commodity, volume and price indices and trade with selected countries.","UK Trade time series data including measures of exports and imports by area and commodity, volume and price indices and trade with selected countries.",trade@ons.gsi.gov.uk,Katherine Kent,+44 (0)1633 455829
dataset_landing_page_9, /economy /nationalaccounts /balanceofpayments /datasets /pinkbook,dataset_landing_page,United Kingdom Balance of Payments - The Pink Book time series dataset,Annual time series data for Balance of Payments.,Annual time series data for Balance of Payments.,bop@ons.gsi.gov.uk,Craig Taylor,+44 (0)1633 456333
dataset_landing_page_10, /economy /nationalaccounts /balanceofpayments /datasets /balanceofpayments,dataset_landing_page,Balance of Payments time series dataset,"Summary of balance of payments accounts including the current account, capital transfers, transactions and levels in UK external assets and liabilities.","Summary of balance of payments accounts including the current account, capital transfers, transactions and levels in UK external assets and liabilities.",bop@ons.gsi.gov.uk,Craig Taylor,+44 (0)1633 456333
dataset_landing_page_11, /businessindustryandtrade /itandinternetindustry /datasets /ictactivityofukbusinessesecommerceandictactivity,dataset_landing_page,E-commerce and ICT Activity,Use of Information and Communication Technology (ICT) and e-commerce activity by UK businesses. Reference tables containing data on e-commerce sales and how businesses are using the internet.,Use of Information and Communication Technology (ICT) and e-commerce activity by UK businesses. Reference tables containing data on e-commerce sales and how businesses are using the internet.,ecommerce@ons.gsi.gov.uk,Cecil Prescott,+44 (0)1633 456767
dataset_landing_page_12, /businessindustryandtrade /itandinternetindustry /datasets /ictactivityofukbusinessesemployeesuseofcomputersandtheinternet,dataset_landing_page,Employees' Use of Computers and the Internet,Employees' Use of Computers and the Internet.,Employees' Use of Computers and the Internet.,ecommerce@ons.gsi.gov.uk,Cecil Prescott,+44 (0)1633 456767
dataset_landing_page_13, /businessindustryandtrade /itandinternetindustry /datasets /ictactivityofukbusinessesvaluesofecommercesales,dataset_landing_page,Values of E-commerce Sales,Values of sales and purchases over ICTs.,Values of sales and purchases over ICTs.,ecommerce@ons.gsi.gov.uk,Cecil Prescott,+44 (0)1633 456767
dataset_landing_page_14, /businessindustryandtrade /itandinternetindustry /datasets /ictactivityofukbusinessesreferencetables,dataset_landing_page,ICT Activity of UK Businesses,Use of Information and Communication Technology (ICT) and e-commerce activity by UK businesses.,Use of Information and Communication Technology (ICT) and e-commerce activity by UK businesses.,ecommerce@ons.gsi.gov.uk,Cecil Prescott,+44 (0)1633 456767
dataset_landing_page_15, /businessindustryandtrade /itandinternetindustry /datasets /ictactivityofukbusinessesbusinessesuseoficts,dataset_landing_page,Businesses' Use of ICTs,Businesses' use of ICTs.,Businesses' use of ICTs.,ecommerce@ons.gsi.gov.uk ,Cecil Prescott,+44 (0)1633 456767
dataset_landing_page_16, /businessindustryandtrade /manufacturingandproductionindustry /datasets /topsiproductionandservicesturnover,dataset_landing_page,TOPSI: Production and services turnover,Current price turnover figures for production and services industries. ,Current price turnover figures for Production and Services Industries.,alaa.al-hamad @ons.gsi.gov.uk,Alaa Al-Hamad,+44 (0) 1633 455648
dataset_landing_page_17, /businessindustryandtrade /manufacturingandproductionindustry /datasets /turnoverandordersintheproductionandservicesindustriesdataset,dataset_landing_page,Turnover and Orders in Production and Services Industries (TOPSI) time series dataset,"Monthly turnover, exports, and orders data for production and services industries.","Monthly Turnover, Exports, and Orders data for Production and Services industries.",Alaa.Al-Hamad @ons.gsi.gov.uk,Alaa Al-Hamad,+44 (0) 1633 455648
dataset_landing_page_18, /businessindustryandtrade /manufacturingandproductionindustry /datasets /topsimanufacturingexportturnover,dataset_landing_page,TOPSI: Manufacturing export turnover,"Current price turnover figures for Production industries by market (Export, Domestic and Total).  ","Current price turnover figures for Production industries by market (Export, Domestic and Total).",alaa.al-hamad @ons.gsi.gov.uk,Alaa Al-Hamad,+44 (0) 1633 455648
dataset_landing_page_19, /businessindustryandtrade /manufacturingandproductionindustry /datasets /ukmanufacturerssalesbyproductprodcom,dataset_landing_page,UK Manufacturers' Sales by Product (PRODCOM),Estimates for UK Manufacturers' Sales by Product (PRODCOM),Estimates for UK Manufacturers' Sales by Product (PRODCOM),prodcompublications @ons.gsi.gov.uk,William Barnes,+44 (0)1633 456746
dataset_landing_page_20, /businessindustryandtrade /manufacturingandproductionindustry /datasets /ukmanufacturerssalesbyproductprodcomintermediateresults2013andfinalresults2012referencetables,dataset_landing_page,UK Manufacturers’ Sales by Product (PRODCOM): Intermediate Results 2013 and Final Results 2012 reference tables,"The sales by UK based manufacturers of the individual products covered by the PRODCOM inquiry. It contains the quality measures for 2013 intermediate and final estimates for 2012 and intermediate estimates of manufacturers’ sales by product, from businesses based in the UK in 2013, and final estimates for 2012.","The sales by UK based manufacturers of the individual products covered by the PRODCOM inquiry. It contains the quality measures for 2013 intermediate and final estimates for 2012 and intermediate estimates of manufacturers’ sales by product, from businesses based in the UK in 2013, and final estimates for 2012.",prodcompublications @ons.gsi.gov.uk,William Barnes,+44 (0)1633 455711
dataset_landing_page_21, /businessindustryandtrade /retailindustry /datasets /retailsales,dataset_landing_page,Retail Sales time series dataset,"A first estimate of retail sales in value and volume terms, seasonally and non-seasonally adjusted.",RSI time series data,retail.sales.enquiries @ons.gsi.gov.uk,Melanie Richard,+44 (0)1633 455602
